Date,Time,Duration,From,To
7/04/2017,17:36:16,15:55, 4930 0801, 9202 6686
7/04/2017,17:46:05,12:30, 6687 8036, 3746 0087
7/04/2017,17:49:23,12:14, 8453 0899, 4090 2240
7/04/2017,17:52:09,18:45, 5326 3217, 6192 3585
7/04/2017,17:54:09,13:25, 4031 4009, 5613 8235
7/04/2017,17:55:24,22:50, 6133 6793, 9054 7392
7/04/2017,17:59:35,6:33, 6759 4932, 4003 3303
7/04/2017,18:16:34,1:45, 4781 6936, 9042 7416
7/04/2017,18:56:26,21:38,722 038 968, 6178 5949
7/04/2017,19:02:40,20:23, 9009 1581, 9039 2266
7/04/2017,19:03:48,15:30, 5307 5230, 4020 7341
7/04/2017,19:05:56,9:24,744 9149, 9021 2895
7/04/2017,19:06:20,14:42, 8771 6112, 6726 6926
7/04/2017,19:10:57,20:58, 6264 3127, 4540 1816
7/04/2017,19:13:52,8:09, 4548 9144, 5380 8256
7/04/2017,19:16:52,4:07, 5347 9625, 6187 8762
7/04/2017,19:20:45,14:01, 6264 3127,603 5987
7/04/2017,19:23:17,13:52, 4548 9144, 4993 0731
7/04/2017,19:28:02,22:38, 6734 7086, 6706 0072
7/04/2017,19:34:39,5:58, 5341 1327, 6785 0260
7/04/2017,19:36:48,0:36, 5388 7270, 4554 6807
7/04/2017,19:40:57,9:28, 6260 9581,564 997 512
7/04/2017,19:53:59,8:26, 8288 0441, 8951 8376
7/04/2017,20:01:26,12:08, 5396 2270,614 391 125
7/04/2017,20:12:44,10:30, 4548 9144, 9588 0693
7/04/2017,20:20:14,7:35, 4546 0943, 5323 6993
7/04/2017,20:22:55,22:08,077 2846 0669, 4982 7967
7/04/2017,20:41:57,16:35, 6220 8320, 9248 8753
7/04/2017,20:45:18,8:45, 9053 0693,636 317 025
7/04/2017,20:52:19,4:53, 4563 1473,(94) 457-342
7/04/2017,21:06:02,12:59, 4090 2240, 6108 5366
7/04/2017,21:19:13,10:43, 4541 6689, 4523 3907
7/04/2017,21:19:55,11:02, 9030 5278,741 501 024
7/04/2017,21:29:23,6:06, 4920 6309, 4942 4242
7/04/2017,22:13:55,19:13, 4548 9144, 9637 4653
7/04/2017,22:22:18,15:01, 5327 6013, 9382 2659
7/04/2017,22:23:01,0:06, 5317 6227, 5377 2399
7/04/2017,22:46:00,4:28, 8768 2711,786 897 926
7/04/2017,22:52:48,14:18, 9019 1570,73 878 871
7/04/2017,22:54:23,22:47, 6126 5249,599 709 060
7/04/2017,22:58:37,14:53, 6780 7105, 6241 9016
7/04/2017,22:58:48,16:44, 4930 0801, 4951 5969
7/04/2017,23:23:37,10:01, 4087 6139, 6158 9029
7/04/2017,23:48:14,21:47, 6255 6689, 4557 9675
7/04/2017,23:52:39,2:31, 8207 2803, 9185 7859
7/04/2017,23:58:50,2:15, 6253 1148, 8246 9245
8/04/2017,0:00:10,10:30, 8364 0116, 4016 5949
8/04/2017,0:21:12,14:28, 9424 7518, 5372 4528
8/04/2017,0:26:31,5:23, 6104 3696, 5322 5369
8/04/2017,0:31:29,3:54, 8223 0115, 4921 9433
8/04/2017,0:33:50,16:37, 3253 9904, 4081 5064
8/04/2017,0:38:51,9:24, 6758 0895, 5381 6153
8/04/2017,0:44:31,10:49, 9728 2695,316 487 291
8/04/2017,0:54:53,17:59, 6253 1148, 3671 8210
8/04/2017,1:18:02,12:56, 5392 5763, 5373 1852
8/04/2017,1:21:11,23:06, 5320 2202, 9096 8975
8/04/2017,1:28:02,20:29, 5399 8170, 4018 4366
8/04/2017,1:28:23,20:00, 6755 2351, 9031 1241
8/04/2017,1:36:03,3:53, 8769 2498, 9013 8628
8/04/2017,1:43:04,15:10,620 001 750, 8391 1645
8/04/2017,1:45:21,10:55, 6220 8320, 5350 2033
8/04/2017,1:59:13,12:47,741 887 205,041-367-015
8/04/2017,2:06:42,22:49, 5327 6013,(43) 8900-2965
8/04/2017,2:29:26,13:47, 4994 2133, 9650 5323
8/04/2017,2:34:19,3:44,0680 772 10 02,76 175 256
8/04/2017,2:42:16,4:19, 6258 5122, 9153 3764
8/04/2017,2:43:57,7:30, 5332 7340, 5354 9886
8/04/2017,2:48:52,10:50, 6263 4851,0650 921 67 42
8/04/2017,2:53:12,15:45, 2916-513, 9013 8282
8/04/2017,3:02:38,22:26, 4548 9144, 9001 7773
8/04/2017,3:03:50,0:17, 4540 4399,78 450 539
8/04/2017,3:05:01,22:43, 4879-9501, 6601 2992
8/04/2017,3:30:46,8:31, 4540 3670, 9145 9764
8/04/2017,3:35:32,10:23, 6104 3696, 4592 8302
8/04/2017,3:41:29,6:03, 6758 0895, 4028 3253
8/04/2017,3:50:57,14:27, 6169 0300, 4251 4156
8/04/2017,3:52:04,23:41,476 9923, 9380 6258
8/04/2017,4:05:30,0:38, 6169 0300, 9012 5876
8/04/2017,4:06:28,1:59,(36) 560-456, 6298 3745
8/04/2017,4:06:56,1:47, 6790 8902, 5329 6842
8/04/2017,4:07:40,16:31, 4684 8031, 6721 5253
8/04/2017,4:07:52,18:14,(67) 6293-6580, 8273 2785
8/04/2017,4:17:33,7:34, 6758 0895, 4634 5078
8/04/2017,4:17:36,3:02, 4085 1939, 9676 9013
8/04/2017,4:25:29,10:22, 8210 6899, 9875 4276
8/04/2017,4:28:22,5:16, 6104 3696, 8255 5938
8/04/2017,4:30:51,4:41, 5327 6013, 9099 8690
8/04/2017,4:32:56,10:17, 8207 2803, 5398 1343
8/04/2017,4:59:19,1:37, 4515 8316, 5302 8614
8/04/2017,5:00:37,12:07, 4540 4399, 4509 8963
8/04/2017,5:02:32,5:16, 9006 6573, 9000 2978
8/04/2017,5:03:19,11:50, 5332 7340, 8768 8688
8/04/2017,5:11:53,18:14, 4012 5809, 4924 3353
8/04/2017,5:23:45,9:41, 6759 4932, 8860 9473
8/04/2017,5:26:07,4:03, 5332 7340, 6768 8522
8/04/2017,5:32:27,21:58, 4327 2022, 8261 8141
8/04/2017,5:40:29,0:54, 6241 1295, 9217 5511
8/04/2017,5:43:42,2:30, 8239 8144, 4507 6779
8/04/2017,5:59:02,14:47, 6755 2351, 9051 4776
8/04/2017,5:59:32,20:29, 4034 6525,76 573 070
8/04/2017,6:13:42,22:23, 4054 6954, 9085 9207
8/04/2017,6:15:00,2:04,077 5273 8067, 8253 1613
8/04/2017,6:16:55,6:30, 9340 2963, 6608 1511
8/04/2017,6:20:59,1:32, 4591 1165, 5382 7111
8/04/2017,6:42:52,20:10, 9053 0693, 3240 5504
8/04/2017,7:08:37,18:24, 5355 5886, 9358 6344
8/04/2017,7:09:50,13:37, 6271 3536, 4038 4303
8/04/2017,7:12:58,4:04, 6736 6420, 4987 1508
8/04/2017,7:23:47,23:37, 8210 6899, 8759 5647
8/04/2017,7:29:41,3:22, 9434 4877, 4313 3539
8/04/2017,7:35:31,21:16, 6133 6793, 4080 9013
8/04/2017,7:37:46,10:06, 6780 7105, 4040 1036
8/04/2017,7:50:21,23:39, 4055 3027, 4031 0899
8/04/2017,7:52:38,6:19, 9019 5764, 4083 2180
8/04/2017,7:55:47,9:27, 5329 2569,773 067 513
8/04/2017,7:56:16,5:00, 2916-513, 9038 6313
8/04/2017,7:58:38,16:56, 8335 7036, 3466 8267
8/04/2017,8:09:05,1:53, 6734 7086,70 504 061
8/04/2017,8:14:49,17:24, 6258 5122, 3534 4849
8/04/2017,8:17:15,0:46,722 038 968, 5367 4772
8/04/2017,8:23:49,7:44, 8335 7036, 4066 3724
8/04/2017,8:29:51,18:41, 8955 6935, 6177 1344
8/04/2017,8:30:04,5:25, 9032 8217, 9956 3490
8/04/2017,8:31:25,9:35, 4505 0156, 8708 7226
8/04/2017,8:42:22,16:40, 6140 3800, 9872 6090
8/04/2017,8:47:24,6:24, 6758 0895,786 6939
8/04/2017,8:48:46,22:35, 8239 8144, 6277 6477
8/04/2017,8:49:54,19:14, 4532 6723,336 9429
8/04/2017,8:51:31,23:26, 4548 9144, 4993 0731
8/04/2017,8:51:46,14:40, 458-936, 8203 8438
8/04/2017,9:16:24,8:03, 8239 8144, 8964 9612
8/04/2017,9:16:59,1:02, 8768 2711, 5348 3704
8/04/2017,9:24:54,19:46,620 001 750, 4610-4751
8/04/2017,9:33:29,5:46, 6687 8036,699 4959
8/04/2017,9:39:23,11:34, 5340 3845, 6142 1127
8/04/2017,9:45:07,3:25, 5355 5886, 9424 7518
8/04/2017,9:53:10,21:23, 8771 6112, 9087 3480
8/04/2017,10:09:58,19:51, 9006 6573, 5313 7429
8/04/2017,10:21:16,0:08, 5355 5886, 4532 6723
8/04/2017,10:42:00,5:14, 4078 6094, 3725 1113
8/04/2017,10:42:38,6:07, 4528 0018, 6200 9137
8/04/2017,10:45:57,0:23, 4548 9144, 6264 3127
8/04/2017,10:59:50,9:49, 6263 4851, 9086 5014
8/04/2017,11:10:42,16:01, 6179 5556, 5359 2037
8/04/2017,11:10:48,23:36, 5320 2202, 5383 1361
8/04/2017,11:12:28,19:22, 4548 9144, 3338 1137
8/04/2017,11:25:06,0:57, 8453 0899, 9637 4653
8/04/2017,11:35:06,16:30, 6115 4546, 4094 6644
8/04/2017,11:44:09,9:32, 9038 7042, 8727 0368
8/04/2017,11:59:04,17:24, 9637 4653, 8610 0720
8/04/2017,11:59:22,21:15, 8453 0899, 5366 1396
8/04/2017,12:02:08,10:28, 4706 2002, 4010 6955
8/04/2017,12:04:02,14:13, 4548 9144, 9637 4653
8/04/2017,12:04:44,5:48, 9019 5764, 6212 5721
8/04/2017,12:12:26,12:40, 6104 3696, 5378 0415
8/04/2017,12:16:51,4:39, 6220 8320, 6709 5485
8/04/2017,12:23:02,5:35, 5341 1327, 8101 2512
8/04/2017,12:27:31,9:24,077 2846 0669, 4088 4553
8/04/2017,12:33:19,12:14, 4548 9144, 9637 4653
8/04/2017,12:33:51,2:21, 5355 5886, 6255 6689
8/04/2017,12:37:41,2:51, 8604 2338,0650 175 93 82
8/04/2017,12:40:25,13:26, 4055 3027, 6256 0810
8/04/2017,12:46:21,18:04, 4548 9144, 4993 0731
8/04/2017,12:50:50,10:02, 9038 7042, 4075 8071
8/04/2017,12:52:40,5:33, 9340 2963,459 2619
8/04/2017,12:56:30,4:17, 6104 3696, 4989 7059
8/04/2017,12:58:12,20:13, 4993 0731, 5355 5886
8/04/2017,13:21:18,19:12, 6732 5123, 6131 1812
8/04/2017,13:22:18,16:11, 9034 3254,483 3889
8/04/2017,13:35:30,1:50, 5350 7926, 8319 5599
8/04/2017,13:36:23,4:42, 9090 1446, 5347 1329
8/04/2017,13:46:34,19:46, 2916-513, 9085 9207
8/04/2017,13:48:59,22:37, 6763 7171,455 4565
8/04/2017,13:52:34,1:22, 2916-513, 4540 3589
8/04/2017,14:02:33,13:41, 6140 3800, 5395 4448
8/04/2017,14:10:08,21:18, 8453 0899, 4993 0731
8/04/2017,14:23:19,3:43, 4548 9144, 3338 1137
8/04/2017,14:24:13,19:31, 9423 2494, 5316 3223
8/04/2017,14:29:18,21:49, 5329 2569, 4026 1352
8/04/2017,14:34:17,16:56, 6125 9434, 6143 5928
8/04/2017,14:36:57,8:57, 4034 6525, 6155 4880
8/04/2017,14:37:27,3:14, 5377 0274,(028) 9583-832
8/04/2017,14:47:35,11:29, 5372 2009, 3230 8335
8/04/2017,14:47:54,19:21, 8758 3693, 9098 1109
8/04/2017,14:49:36,18:19, 5337 8923, 3126 2384
8/04/2017,14:50:49,20:20, 5399 8170,781 5323
8/04/2017,14:59:43,5:18, 8050 9021, 4539 9893
8/04/2017,15:09:46,4:59,(44) 168-687, 8340 3881
8/04/2017,15:15:13,20:05, 3610 7890, 6726 3435
8/04/2017,15:26:26,17:34, 5337 5630, 3074 2427
8/04/2017,15:41:39,8:31,0681 372 82 45, 9249 8542
8/04/2017,15:48:05,3:32, 6140 3800, 8950 6122
8/04/2017,15:55:41,4:13, 6766 1158, 4033 4772
8/04/2017,16:12:36,3:17, 8339 9897, 6119 7443
8/04/2017,16:16:57,16:41, 9005 1727, 4052 9680
8/04/2017,16:56:34,18:07, 9034 3254, 8556 3269
8/04/2017,16:57:10,3:01, 8540 2671, 4999 4789
8/04/2017,16:59:25,4:44, 4548 9144, 9637 4653
8/04/2017,17:07:01,6:06,741 887 205, 4050 2424
8/04/2017,17:08:14,20:00, 8232 6825, 769-157
8/04/2017,17:14:11,0:07, 4993 0731, 4084 1832
8/04/2017,17:15:46,13:49,070-852-678, 8723 9700
8/04/2017,17:33:32,19:49, 9811 5291, 9068 1304
8/04/2017,17:34:50,11:49, 5307 3680, 5322 4878
8/04/2017,17:46:58,18:06, 6241 1295,(34) 2928-5388
8/04/2017,17:50:46,10:21, 9637 4653, 4938 9235
8/04/2017,17:55:11,23:08, 6736 6420, 3344 7076
8/04/2017,18:01:53,4:12, 5307 3680, 9040 2801
8/04/2017,18:05:27,3:01, 5355 5886, 3338 1137
8/04/2017,18:06:30,7:49, 8222 2443, 4989 9412
8/04/2017,18:21:30,23:37, 5399 5907, 8234 1872
8/04/2017,18:32:43,8:26, 4001 6888, 3023 0730
8/04/2017,18:36:13,17:42, 4090 2240, 3068 7298
8/04/2017,18:36:42,22:07,(020) 4220-464, 4036 0082
8/04/2017,18:50:19,13:05, 5379 6338, 6216 8687
8/04/2017,18:51:57,2:18, 4548 9144, 5353 3351
8/04/2017,18:56:02,5:46, 4532 6723, 5333 0501
8/04/2017,19:02:17,21:09, 5302 6612, 4092 6759
8/04/2017,19:03:20,6:20, 4582 8933, 8788 2162
8/04/2017,19:24:42,11:09, 5355 5886, 9637 4653
8/04/2017,19:29:06,14:42, 6241 1295, 4986 6201
8/04/2017,19:34:26,16:27, 8239 8144, 8388 3157
8/04/2017,19:52:40,14:01, 9561 6632,(51) 8213-3853
8/04/2017,20:00:06,16:45, 0907-420, 8718 6429
8/04/2017,20:01:02,15:44, 5355 5886, 9637 4653
8/04/2017,20:07:48,18:58, 8395 1666, 4562 8924
8/04/2017,20:25:52,18:18, 9637 4653, 3461 4559
8/04/2017,20:27:33,4:02, 5302 6612, 5309 9523
8/04/2017,20:28:08,16:21, 5307 3680, 6620 3040
8/04/2017,20:31:44,21:09, 8842 9215, 769-157
8/04/2017,20:32:56,0:51, 9211 1679,316 487 291
8/04/2017,20:41:12,19:20, 4034 6525,0650 842 17 65
8/04/2017,21:00:58,2:48, 4993 0731, 9637 4653
8/04/2017,21:05:47,17:54, 8768 2711, 6268 4261
8/04/2017,21:13:00,7:08, 4938 6397, 6718 3473
8/04/2017,21:18:05,15:22, 4054 0403, 4002 2837
8/04/2017,21:19:04,0:07, 9030 5278, 9399 3031
8/04/2017,21:22:34,16:48, 5393 9834, 8231 1162
8/04/2017,21:23:11,4:26, 4087 8886, 3731 8864
8/04/2017,21:24:20,8:01, 4548 9144, 5355 5886
8/04/2017,21:38:20,16:03, 8304 0846, 4599 6579
8/04/2017,21:47:21,12:30, 4976 9451, 4057 9493
8/04/2017,21:48:53,4:37, 9006 6573, 8731 3372
8/04/2017,21:56:15,16:42, 5691 6292, 4994 1475
8/04/2017,22:05:01,5:02, 4540 4399, 9229 7201
8/04/2017,22:18:29,20:15, 4099 4224, 5372 6569
8/04/2017,22:19:40,5:07, 6276 2647, 5376 0863
8/04/2017,22:21:00,16:26, 4993 0731, 3126 4630
8/04/2017,22:27:03,12:25,0688 173 87 46, 4579 8657
8/04/2017,22:37:10,21:25, 9005 1727, 5307 3129
8/04/2017,22:56:55,13:10, 4001 6888,(68) 867-628
8/04/2017,22:57:35,12:55, 6790 8902,070 8609 7196
8/04/2017,23:02:10,3:31, 8210 6899, 4072 8692
8/04/2017,23:03:30,2:57, 9009 1581, 9046 7293
8/04/2017,23:10:31,0:23, 8453 0899, 8604 2338
8/04/2017,23:18:54,6:20, 4582 8933, 5632 0461
8/04/2017,23:34:40,15:34, 5340 3845, 4977 3647
8/04/2017,23:50:22,16:29, 4515 8316, 5301 4918
9/04/2017,0:11:03,20:10, 4074 2849,605 962 377
9/04/2017,0:13:47,17:42, 8239 8144, 3946 1578
9/04/2017,0:27:40,9:42, 4031 4009, 4099 5377
9/04/2017,0:28:18,5:11, 5319 7827, 8766 2293
9/04/2017,0:31:08,21:33, 9030 5278,788 0870
9/04/2017,0:41:01,17:48,070-612-355, 4358 9430
9/04/2017,0:48:42,17:12, 5380 8256, 4576 1069
9/04/2017,0:50:15,6:03, 4034 6525, 4080 6433
9/04/2017,0:56:48,18:37, 9434 4877, 8353 4126
9/04/2017,1:13:33,9:46, 4548 9144, 9637 4653
9/04/2017,1:14:21,20:56, 9637 4653,(96) 433-146
9/04/2017,1:41:37,9:20, 5379 6338, 9010 5634
9/04/2017,1:41:55,14:25, 9284 7583, 4572 3436
9/04/2017,1:49:12,4:42, 4012 5809, 9084 1293
9/04/2017,1:49:58,22:13, 3856 1429,75 414 506
9/04/2017,1:55:15,18:11,727 692 410, 5696 9621
9/04/2017,2:01:50,14:39, 8239 8144,(56) 147-029
9/04/2017,2:10:31,6:35, 6126 7308, 6115 9145
9/04/2017,2:11:51,14:26, 6687 8036, 5667 8847
9/04/2017,2:18:28,1:25, 5345 2494, 5394 0173
9/04/2017,2:20:01,8:03, 4084 1832, 5656 6352
9/04/2017,2:42:26,12:14, 6126 5249,738 327 590
9/04/2017,2:44:45,2:15, 6758 0895, 4241 2900
9/04/2017,2:48:39,3:45, 6125 9434, 3715 1238
9/04/2017,2:48:49,16:06, 8297 7924, 9818 6920
9/04/2017,2:49:48,4:10, 6758 0895, 5373 6768
9/04/2017,2:56:04,23:33, 4909 8638,9375 0755
9/04/2017,2:57:51,1:49, 4559 5377, 8303 3435
9/04/2017,3:00:12,11:29, 4993 0731, 5691 6292
9/04/2017,3:13:40,0:05, 4087 6139, 4564 7553
9/04/2017,3:13:57,2:55, 3610 7890, 3715-457
9/04/2017,3:14:01,13:50, 458-936, 4071 4025
9/04/2017,3:14:43,3:45, 4706 2002, 9624 2205
9/04/2017,3:30:33,19:12, 8453 0899, 9637 4653
9/04/2017,3:42:52,1:48, 6263 4851, 4005 5500
9/04/2017,3:49:36,20:12, 9327 4748,(94) 457-342
9/04/2017,3:50:43,6:24, 9637 4653,9379 6840
9/04/2017,3:54:40,2:59, 4548 9144, 6264 3127
9/04/2017,3:56:48,13:10, 5393 9834, 8960 0743
9/04/2017,4:01:31,11:40, 6253 1148,668 2963
9/04/2017,4:02:20,16:10, 5393 9834, 8350 2687
9/04/2017,4:07:17,6:54, 5379 6338, 4932 3955
9/04/2017,4:15:28,23:47, 6104 3696, 4064 0930
9/04/2017,4:25:44,11:43, 5355 5886, 9637 4653
9/04/2017,4:31:26,19:25, 9069 4660, 9024 7331
9/04/2017,4:34:17,12:05, 5317 6227, 8242 4016
9/04/2017,4:34:40,23:02, 9034 3254,9696 9435
9/04/2017,4:35:09,14:15, 5337 5630, 6239 4940
9/04/2017,4:35:11,19:38, 4951 5123, 3684 3898
9/04/2017,4:35:23,9:09, 6241 1295, 4013 4607
9/04/2017,4:41:09,17:39, 5355 5886, 6758 0895
9/04/2017,4:51:30,3:30, 3951 0817, 6763 0320
9/04/2017,5:03:58,20:41, 4085 1939, 5337 8644
9/04/2017,5:21:34,21:50, 9284 7583, 8294 2006
9/04/2017,5:33:18,4:31, 8395 1666, 6725 3178
9/04/2017,5:48:48,14:08, 4563 1473, 6265 0937
9/04/2017,6:04:15,13:57, 9352 4877, 3758 1140
9/04/2017,6:05:39,23:02, 6755 2351, 9033 8838
9/04/2017,6:08:13,16:26, 5391 8979, 9821-9667
9/04/2017,6:14:18,17:01, 4034 6525, 4056 9498
9/04/2017,6:25:47,15:32, 6220 8320, 4072 1571
9/04/2017,6:29:24,0:31, 6126 5249, 8378 1326
9/04/2017,6:34:06,23:51, 6241 1295,784 4104
9/04/2017,6:46:02,3:33, 9284 7583, 4600 2022
9/04/2017,6:50:10,2:24, 4548 9144, 5399 5907
9/04/2017,6:51:41,16:45, 4034 6525, 8362 6269
9/04/2017,6:57:47,16:50, 2916-513, 4031 0018
9/04/2017,7:02:25,16:54, 4515 8316, 9068 3245
9/04/2017,7:12:46,4:02, 8310 4765, 4059 7778
9/04/2017,7:17:58,0:34, 4214 6139,0688 735 65 39
9/04/2017,7:22:48,15:47, 4969 0767,789 2427
9/04/2017,7:33:17,4:08,744 9149, 5334 4318
9/04/2017,7:39:05,4:32, 4930 0801, 6749 2377
9/04/2017,7:46:47,13:59, 6104 3696, 9098 1109
9/04/2017,7:49:55,3:34, 4214 6139,787 227 627
9/04/2017,7:57:44,9:37, 4515 8316, 9239 5160
9/04/2017,8:00:02,5:23, 9005 1727, 8201 9145
9/04/2017,8:00:58,20:54, 5341 5091, 8741 0654
9/04/2017,8:11:00,14:29, 6732 5123, 8234 1872
9/04/2017,8:12:34,13:27, 4969 0767, 4514 8975
9/04/2017,8:24:58,4:47, 5341 5091, 5383 9317
9/04/2017,8:29:46,21:23, 4548 9591, 4597 3626
9/04/2017,8:50:16,3:39, 4078 6094, 4595 6965
9/04/2017,8:51:04,8:56, 5347 9625,(70) 858-8070
9/04/2017,8:59:09,1:08,(44) 972-345, 5388 6974
9/04/2017,9:02:36,12:11, 5355 5886, 6126 7308
9/04/2017,9:03:13,12:51, 5329 2569,(028) 3177-426
9/04/2017,9:15:10,7:24, 5316 0790, 4008 0848
9/04/2017,9:26:56,6:18,(44) 168-687, 6725 4714
9/04/2017,9:30:01,13:21, 6763 7171, 8743 4815
9/04/2017,9:41:52,12:19, 4099 4224, 5397 5335
9/04/2017,9:42:00,21:50, 4706 2002, 9446 2382
9/04/2017,10:09:17,14:58, 6258 5122,375 019 917
9/04/2017,10:13:41,6:08, 6126 7308, 6165 7229
9/04/2017,10:14:44,9:48, 6115 4546, 9060 3152
9/04/2017,10:38:03,0:46, 8604 2338, 4920 4438
9/04/2017,10:42:52,0:36, 9637 4653,9720 2762
9/04/2017,10:45:21,16:12, 4034 6525, 4573 3823
9/04/2017,10:55:20,18:56,077 5273 8067,041-364-867
9/04/2017,10:59:53,4:44, 5341 1327, 5389 2193
9/04/2017,11:09:19,8:11, 4043 7058,667 1054
9/04/2017,11:13:46,4:48, 4099 4224,372 309 864
9/04/2017,11:20:19,21:05, 8310 4765, 5389 8433
9/04/2017,11:36:57,0:57, 9675 5904, 4569 4031
9/04/2017,11:41:59,22:17, 6211 5963, 4044 5989
9/04/2017,11:42:34,21:01, 9327 4748, 8235 2459
9/04/2017,11:43:14,17:30,031-443-157, 5350 1071
9/04/2017,11:52:07,23:27,322 875 448, 4977 3647
9/04/2017,11:53:45,23:33, 6139 0969, 9351 1231
9/04/2017,12:00:47,0:42, 4993 0731, 9018 2457
9/04/2017,12:09:11,3:08, 4938 6397, 4598 7733
9/04/2017,12:17:18,19:16, 5319 7827, 9431-761
9/04/2017,12:39:36,19:17, 3265 5736, 4519 6317
9/04/2017,12:42:46,23:25, 4993 0731, 5396 1795
9/04/2017,12:53:11,21:59,079 6565 3546, 6765 0482
9/04/2017,13:05:18,9:10, 5355 5886, 9637 4653
9/04/2017,13:09:37,12:52, 6732 5123,079 3478 5815
9/04/2017,13:13:22,17:24, 6255 6689, 4706 7361
9/04/2017,13:15:46,20:49,385 4503, 4551 2207
9/04/2017,13:27:46,13:43, 8050 9021,(027) 0403-504
9/04/2017,13:33:47,2:59, 4054 0403, 5302 8207
9/04/2017,13:34:17,19:42, 6126 7308, 9206 8304
9/04/2017,13:40:35,18:49, 9637 4653, 6262 3761
9/04/2017,13:48:14,1:53, 5327 6013, 9026 1373
9/04/2017,13:52:43,7:10, 3583 5510, 6710 2354
9/04/2017,13:53:45,19:28, 4085 1720, 4988 1403
9/04/2017,14:04:12,9:08, 4548 9144, 9637 4653
9/04/2017,14:08:08,10:36, 5346 4215, 9936 2725
9/04/2017,14:13:10,19:37, 8842 9215, 4765 3536
9/04/2017,14:26:52,3:08, 9637 4653, 8212 2308
9/04/2017,14:35:34,2:11, 5379 6338, 6776 1367
9/04/2017,14:41:43,6:36, 6133 6793,783 9809
9/04/2017,14:43:43,8:43, 3610 7890, 4035 8935
9/04/2017,15:19:51,7:33, 6763 7171, 5606 9150
9/04/2017,15:35:54,21:34,(45) 9059-2302, 5378 5853
9/04/2017,15:57:04,17:31, 9019 5764, 4919 5168
9/04/2017,15:59:57,4:28, 6271 3536, 8732 4361
9/04/2017,16:04:07,10:13, 4059 7191, 5378 5853
9/04/2017,16:06:21,6:32, 4938 6397, 6202 9765
9/04/2017,16:09:36,13:48, 4928 0152, 8341 1627
9/04/2017,16:15:03,22:15,(44) 168-687, 4084 1998
9/04/2017,16:34:58,0:01, 8239 8144, 9037 6979
9/04/2017,16:44:22,7:28, 5347 9625, 4082 4589
9/04/2017,16:50:36,14:05, 5337 5630, 6170 0214
9/04/2017,16:56:58,11:06,741 887 205, 6749 2377
9/04/2017,17:12:31,3:57, 4541 9677, 6739 9781
9/04/2017,17:31:27,17:31, 4541 9677, 5393 7836
9/04/2017,17:41:36,4:41, 5316 0790,795 8249
9/04/2017,17:44:14,16:47, 4582 8933, 4564 3513
9/04/2017,17:47:01,0:33, 9032 8217, 9480 0665
9/04/2017,17:53:05,21:38, 4597 3309, 5304 2226
9/04/2017,18:27:38,7:27, 4034 6525, 2956-6230
9/04/2017,18:39:27,7:23, 5337 5630, 4527 2989
9/04/2017,18:54:41,8:00, 6734 7086, 4555 9190
9/04/2017,18:56:00,4:36, 4031 4009, 4510 8028
9/04/2017,18:57:42,0:17,744 9149, 9084 0667
9/04/2017,18:57:51,5:01, 9038 7042, 6205 0932
9/04/2017,19:02:19,7:38, 4541 0336, 4932 0750
9/04/2017,19:07:55,0:42, 5319 7827, 9061 4795
9/04/2017,19:26:15,0:19, 4548 9144, 6264 3127
9/04/2017,19:26:37,23:39, 5337 5630, 8815 5054
9/04/2017,19:28:02,13:09, 5340 3845, 8794 8145
9/04/2017,19:28:22,15:30, 6263 4851, 4010 8814
9/04/2017,19:32:31,19:37, 9032 8217, 6109 7938
9/04/2017,19:34:49,21:34, 6199 1599,9670 9452
9/04/2017,19:36:44,13:09, 4548 9144, 4993 0731
9/04/2017,19:37:38,7:27, 4968 7468, 8709 6288
9/04/2017,19:51:40,4:08, 9390 7936, 3125 6243
9/04/2017,19:55:50,12:28, 4559 5377, 3623 1054
9/04/2017,20:00:23,17:16, 6732 5123, 6789 9463
9/04/2017,20:04:10,22:01, 8050 9021, 6181 6969
9/04/2017,20:04:12,16:45, 8453 0899, 4074 2849
9/04/2017,20:18:36,12:10, 6797 0191, 6144 4921
9/04/2017,20:25:33,14:08, 8771 6112, 4686 0183
9/04/2017,20:42:39,10:54, 8297 7924, 5353 3600
9/04/2017,20:45:39,8:56, 9211 1679, 9095 4943
9/04/2017,21:03:51,21:35, 4968 7468, 8736 6345
9/04/2017,21:16:45,0:38, 5355 5886, 4026 7821
9/04/2017,21:17:03,14:26, 4548 9144, 9637 4653
9/04/2017,21:31:59,10:46, 6253 1148,789 6894
9/04/2017,21:37:18,22:06, 5632 7446, 6173 9230
9/04/2017,21:37:58,22:38, 8758 3693, 6246 4454
9/04/2017,21:40:16,23:45, 6126 5249, 9216 5736
9/04/2017,21:41:41,10:24,575 580 002, 4539 0650
9/04/2017,21:58:14,18:01, 6126 5249, 4020 7341
9/04/2017,22:06:53,19:53, 8483 9935, 8205 1608
9/04/2017,22:12:03,3:25, 9009 4973,070 7634 1557
9/04/2017,22:20:55,14:57, 5372 6494, 3384 4499
9/04/2017,22:22:43,8:54, 7625-6406,(28) 185-423
9/04/2017,22:23:14,3:14, 4945 5885, 5312 9597
9/04/2017,22:25:48,13:26, 5317 6227, 3877 8709
9/04/2017,22:29:10,23:50, 5355 5886, 9637 4653
9/04/2017,22:29:10,22:23, 8453 0899, 4993 0731
9/04/2017,22:31:31,21:59, 9009 1581, 5301 0181
